Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Puertas-Hidalgo, Rosario",57018320400,21,"Computer Science
Social Sciences
Engineering
Decision Sciences
",0000-0002-9545-2223
"Mijas-Abad, Thalia",57223608357,1,"Engineering
Computer Science
",
"Pintado, Cristina Morocho",57221310270,1,"Social Sciences
Arts and Humanities
",
"Toledo, Alcides",57218385201,1,"Computer Science
",
"Erazo, Yody",56147565600,1,"Physics and Astronomy
Materials Science
",
"Velastegui, Pablo",57223986997,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Rodriguez, Xiomara Recalde",57216628408,1,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Beltrán-Flandoli, Ana María",57291825800,8,"Computer Science
Social Sciences
Energy
Environmental Science
Arts and Humanities
Engineering
Decision Sciences
",
"Rojas-Asuero, Henrry",57290914000,1,"Computer Science
Decision Sciences
",
"Lopez, Maria Teresa Cordova",57202947168,1,"Computer Science
",
"Bastidas, Cristian",57290154700,1,"Agricultural and Biological Sciences
",
"Guamán, Franco",57195330863,3,"Computer Science
",
"López-Vargas, Javier",57192984911,2,"Agricultural and Biological Sciences
Chemistry
Environmental Science
",
"Vinueza, Johanna Priscila Ávila",57212409073,2,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Ortega, Israel",57202946072,1,"Computer Science
",
"Guerra, Víctor López",57217488015,2,"Psychology
Medicine
Nursing
",
"Jiménez, Lilia Carpio",57214790769,2,"Computer Science
",
"Maldonado, Jonathan",57817462900,1,"Computer Science
",
"Juarez-Illescas, María Petronila",57817187900,1,"Computer Science
",
"Gusmán-Montalván, Elizabeth",57208102955,7,"Agricultural and Biological Sciences
Environmental Science
Multidisciplinary
Earth and Planetary Sciences
",
"Torres, Silvia",57219651396,1,"Computer Science
",
"Calva Jiménez, Stefany",57221688331,1,"Computer Science
Social Sciences
",
"Ruiz-Gonzalez, Mario X.",6603595820,26,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
Immunology and Microbiology
Chemistry
Medicine
Multidisciplinary
Engineering
Chemical Engineering
Neuroscience
Computer Science
",0000-0003-3654-773X
"Silva-Rivas, Ronald",57193346546,2,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
",
"Jara-Guerrero, Andrea K.",53984207200,14,"Agricultural and Biological Sciences
Environmental Science
Earth and Planetary Sciences
Multidisciplinary
",
"Torres, Guianella Valarezo",57359268300,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
Environmental Science
",
"Jackeline Palacios, A.",56340161100,1,"Computer Science
",
"Palacios, Jorge Luis",55662532600,2,"Engineering
Business, Management and Accounting
",
"Soto-Alvarado, Milenny",57817197300,1,"Computer Science
",
"Briceño, José Ivo Contreras",57981747200,1,"Nursing
",
"Aguirre-Guamán, Cristhian H.",57612067100,1,"Computer Science
",
"Riera-Tapia, Eduardo Andrés",57610722100,1,"Computer Science
",
"Solano, Lida",57188564753,8,"Social Sciences
Computer Science
Arts and Humanities
Engineering
Medicine
",0000-0003-1619-560X
"Cárdenas, Ana Cristina",57204464280,1,"Engineering
Computer Science
",
"Ojeda-Alejando, Jean Franklin",57208035180,1,"Social Sciences
Arts and Humanities
",
"Bravo, Digna Dionisia Pérez",57205595718,1,"Health Professions
Medicine
Social Sciences
",
"Toledo, Darío Alcides Díaz",57476819400,1,"Social Sciences
",
"Trujillo, Luisa",57686287500,1,"Multidisciplinary
",
"Poma-Velez, Betty",57202761680,1,"Engineering
Computer Science
",
"Christian R Loaiza, S.",55014593900,1,"Agricultural and Biological Sciences
Environmental Science
",
"Delgado, Jonathan",57195318164,2,"Computer Science
",
"Selvaraj, T.",57213362565,1,"Environmental Science
Agricultural and Biological Sciences
",
"Mendieta, Gabriela",57212388869,2,"Computer Science
Mathematics
Engineering
",0000-0003-3108-5177
"Suarez, Vinicio A.",56477429900,6,"Engineering
Earth and Planetary Sciences
Arts and Humanities
Materials Science
Agricultural and Biological Sciences
",
"Cueva, Karina Monteros",56891372300,2,"Computer Science
Arts and Humanities
Social Sciences
",0000-0003-1198-3682
"Castillo, Andrea",55103579400,1,"Chemistry
",
"de Rivas Manzano, Rosario",56835761900,1,"Social Sciences
",
"Cabrera, Henrry",57213476343,1,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
",
"Vicente-Tene, Carlos",57224309150,2,"Mathematics
Computer Science
",
"Muñoz, Holger Benavides",57226059872,1,"Engineering
Environmental Science
",
"Zumba-Zuñiga, María Fernanda",57190672306,12,"Computer Science
Business, Management and Accounting
Decision Sciences
",0000-0001-9531-1060
"Malo, Elena",57219158265,1,"Engineering
Computer Science
",
"García-Berfon, Luis V.",57223195863,1,"Engineering
",
"Fries, Andreas",35769047000,24,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Social Sciences
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",
"Correa-Jaramillo, Ramiro",57222591532,3,"Engineering
Social Sciences
Materials Science
Physics and Astronomy
",0000-0002-1278-627X
"de Los Angeles Cuenca Rosillo, Maria",57224002681,1,"Social Sciences
Arts and Humanities
",
"Torres-Naranjo, María",57191822392,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Mejía-Veintimilla, Diego",57062552800,3,"Earth and Planetary Sciences
",
"Córdova-Díaz, María",58120088300,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
",
"Guamán-Jaramillo, Galo Alexander",57202939777,3,"Computer Science
Earth and Planetary Sciences
",
"Maldonado Rivera, Ruth Patricia",57215415815,2,"Computer Science
Engineering
",
"Fernández-Ordóñez, Johana Miroslava",57214143559,1,"Computer Science
",
"Rivera, Diana Elizabeth",57206783614,4,"Computer Science
Social Sciences
",
"Torres, Samuel",57218369546,1,"Agricultural and Biological Sciences
Environmental Science
",
"Dalgo Aguilar, Paola",57194783637,1,"Medicine
",
"Barragán-Guerrero, Diego",56800596700,3,"Computer Science
Social Sciences
Engineering
Mathematics
Materials Science
Energy
Biochemistry, Genetics and Molecular Biology
Chemistry
",0000-0002-7175-8420
"Manrique C, John L.",58162881200,1,"Earth and Planetary Sciences
",
"Lapo, Pablo",58061286600,1,"Computer Science
Arts and Humanities
",
"Maza, Cristian",57202938682,1,"Computer Science
",
"Díaz, Juan",57298173800,1,"Computer Science
Energy
Environmental Science
Social Sciences
",
"López-Guerra, Víctor Manuel",57210165642,8,"Psychology
Environmental Science
Medicine
Computer Science
Multidisciplinary
Mathematics
Neuroscience
",
"Quintana, Tamara Rodríguez",57208185024,3,"Medicine
Environmental Science
Social Sciences
",
"Borja-Jiménez, Romario Marcelo",57215549686,2,"Computer Science
Social Sciences
",
"Laura Magali, Chamba Rueda",57817470700,1,"Computer Science
",
"Angamarca, Adriana",57964014000,1,"Materials Science
Chemical Engineering
",
"Rengel, Ruth Maldonado",57567147200,1,"Environmental Science
Medicine
",
"Jaramillo, Ana Paulina Arévalo",57192012192,1,"Medicine
",
"Meneses, Miguel Angel",55350633400,17,"Chemistry
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Computer Science
Energy
Materials Science
Social Sciences
Chemical Engineering
",0000-0002-6553-3145
"Mier, Catalina",57206776050,1,"Social Sciences
",
"García-Macías, Pascual Gerardo",57217081726,2,"Computer Science
Social Sciences
",
"Duarte Torres, Mariuxi",57218546766,1,"Social Sciences
Business, Management and Accounting
",
"Celi, Luisa",57114745100,1,"Pharmacology, Toxicology and Pharmaceutics
",
"Vallejo, Geovanna Elizabeth Salazar",56890847900,7,"Computer Science
Engineering
Social Sciences
",
"Cuenca, Guisella",57905012700,3,"Chemistry
Chemical Engineering
Materials Science
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Computer Science
",
"Vallejo, César",57218316426,1,"Agricultural and Biological Sciences
",
"Carrión-Paladines, Vinicio",57191926377,9,"Agricultural and Biological Sciences
Environmental Science
Earth and Planetary Sciences
Engineering
Social Sciences
Biochemistry, Genetics and Molecular Biology
",
"Mosquera, Harlene",57204927863,1,"Social Sciences
Engineering
",
"González, Nataly",57704690700,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",
"Romeiro, Artieres Estevão",57811216700,3,"Arts and Humanities
Social Sciences
Computer Science
Decision Sciences
",
"González-Jaramillo, Víctor H.",56183675600,10,"Computer Science
Earth and Planetary Sciences
Social Sciences
Environmental Science
Decision Sciences
",0000-0002-2150-7690
"Correa, Roddy A.",57188551423,4,"Computer Science
Engineering
Social Sciences
Mathematics
",
"Adrian, Jefferson",57193362362,3,"Medicine
Environmental Science
Immunology and Microbiology
",
"Reyes-Bueno, Fabián",55532025600,13,"Environmental Science
Agricultural and Biological Sciences
Earth and Planetary Sciences
Social Sciences
Engineering
Energy
Computer Science
Mathematics
Veterinary
Physics and Astronomy
Chemistry
",0000-0002-5646-0263
"Rohoden, Katty",56582446900,9,"Computer Science
Engineering
Energy
Mathematics
Physics and Astronomy
Decision Sciences
",0000-0003-2293-6769
"Puchaicela, Patricio",55790914100,4,"Engineering
Physics and Astronomy
Materials Science
Computer Science
",
"Jimenez, Carolina",57211786950,1,"Computer Science
Energy
Environmental Science
Social Sciences
",
"Iriarte-Solano, Margoth",57226827842,3,"Social Sciences
Mathematics
Computer Science
Multidisciplinary
",0000-0003-2172-9362
"Barrigas, Zorayda Patricia Toledo",57192007477,1,"Medicine
",
"Prieto, Greyson Paul Alberca",57552608300,1,"Computer Science
Engineering
Social Sciences
",
"Cuenca, Betty",58101240000,1,"Computer Science
",
"Espinoza, Verónica",57190405711,9,"Computer Science
Social Sciences
Arts and Humanities
Engineering
Medicine
",0000-0002-5691-6240
"Morales-Larreategui, Gonzalo",58161100000,1,"Nursing
",
"Luzuriaga, John Soto",57218547867,1,"Earth and Planetary Sciences
Environmental Science
",
"Cueva, Humberto",57193608153,1,"Computer Science
",
"Rodríguez-Procel, Walter",57226073184,1,"Engineering
Environmental Science
",
"Poma, G. Ana",56891291000,1,"Computer Science
Social Sciences
",
"Arias Cordova, Maria Olivia",56239054100,1,"Social Sciences
Arts and Humanities
",
"Guerrero, Anthony",57215304771,1,,
"Briceño, Katty Michelle",57192429725,1,"Social Sciences
Arts and Humanities
",
"Montalvan-Chamba, Shanny Mariuxi",57817859000,1,"Computer Science
",
"Paco, Arteaga Silva",57273269800,1,"Computer Science
",
"Thangaswamy, Selvaraj",57190249285,5,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
",0000-0003-1720-9348
"Herrera, André",57211188726,2,"Engineering
Computer Science
Social Sciences
",
"Vidal, Aranzazu Cisneros",57407995500,1,"Social Sciences
",
"Reyes, Julio",57273040700,1,"Computer Science
",
"Paucar-Carrión, K. Y.",58021036100,1,"Decision Sciences
Computer Science
",
"Vega, Yesenia",56001741400,2,"Agricultural and Biological Sciences
Medicine
Environmental Science
Biochemistry, Genetics and Molecular Biology
",
"Ramírez, Mónica Abendaño",58032186100,1,"Arts and Humanities
",
"Vivanco, Diana Maza",57365062200,1,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Córdova-Tapia, Rebeca Alejandra",57222223563,4,"Computer Science
Social Sciences
Arts and Humanities
Decision Sciences
",
"Tapia, David Andrés",57225076348,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
Chemical Engineering
",
"Ordoñez, Sandra Jacqueline Encarnación",57476946400,1,"Social Sciences
",
"Ramos-Alejandro, Yessenia",57210560438,1,"Computer Science
",
"Sanchez, Natalia Bustamante",57204636734,1,"Decision Sciences
Computer Science
",
"Maldonado, Jimmy",57202548362,1,"Materials Science
",
"Condolo-Herrera, Lorena Del Cisne",57202495974,1,"Computer Science
",0000-0002-7190-5136
"Mariuxi, Pardo Cueva",57817197500,2,"Computer Science
",
"Suárez, Alírica Isabel",7202765539,67,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
Biochemistry, Genetics and Molecular Biology
Medicine
Agricultural and Biological Sciences
Materials Science
Immunology and Microbiology
Environmental Science
Engineering
Health Professions
Chemical Engineering
",
"Rios, Montserrat",7101679387,10,"Medicine
Agricultural and Biological Sciences
Social Sciences
Biochemistry, Genetics and Molecular Biology
Engineering
",0000-0001-6500-7105
"Arteaga, Juan",57215501282,5,"Social Sciences
Environmental Science
Earth and Planetary Sciences
Engineering
",0000-0001-8066-6248
"Tituana, Cristhian",57219897809,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Social Sciences
Environmental Science
",
"Macías-Badaraco, Katya V.",57538792400,1,"Social Sciences
",
"Aguilar-Ramírez, Silvio D.",55752675400,8,"Environmental Science
Chemistry
Chemical Engineering
Engineering
Pharmacology, Toxicology and Pharmaceutics
Medicine
",0000-0002-4771-8103
"González-Arévalo, Gabriela J.",56891431000,3,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
Medicine
",
"de Los Angeles Carrion-Herrera, Maria",58068808100,1,"Engineering
Physics and Astronomy
Energy
Computer Science
",
"González Tandazo, Fanny Del Cisne",57204927802,1,"Social Sciences
Engineering
",
"Vicuña, Rafael",56060758000,1,"Agricultural and Biological Sciences
",
"Ochoa-Camacho, Arianna",57719710200,1,"Medicine
",
"Sandoval, Francisco",56703648400,12,"Engineering
Computer Science
Mathematics
Materials Science
Energy
",0000-0001-5167-0256
"Morales, Luis Fernando Granda",57807229700,1,"Medicine
",
"Capa, Edwin Daniel",57199843851,2,"Computer Science
Engineering
",
"Sánchez, Mishell",57221923730,1,"Agricultural and Biological Sciences
Environmental Science
",
"Echeverria-Coronel, Estefanía",57428304100,1,"Agricultural and Biological Sciences
Environmental Science
",
"Reyes-Castillo, Valeria",57219872512,1,"Agricultural and Biological Sciences
Environmental Science
",
"Minga, Karla",57926130100,1,"Agricultural and Biological Sciences
",
"Briceño-Tacuri, Israel",57222589002,2,"Engineering
Materials Science
Physics and Astronomy
",
"Pachar, Juan",57195408185,1,"Computer Science
Decision Sciences
",
"Suasnavas-Rodriguez, Maria Gabriela",57202718851,4,"Business, Management and Accounting
Social Sciences
Decision Sciences
Computer Science
Environmental Science
",0000-0003-1817-5928
"Freddy, Gómez Correa",57210261710,1,"Computer Science
",
"Penarreta, Miguel",57195330008,11,"Computer Science
Business, Management and Accounting
Mathematics
Economics, Econometrics and Finance
Engineering
Decision Sciences
",0000-0002-0740-6682
"Honores, Alexis",57202947588,1,"Computer Science
",
"Lozano, Alexander S.",57942566000,1,"Medicine
",
"Zúñiga-Torres, Berenice C.",57194637921,6,"Engineering
Materials Science
Social Sciences
Physics and Astronomy
Multidisciplinary
",
"Petter-Pérez, Lammert",57211210185,1,"Computer Science
",
"Cabrera, S. Armando",56890657600,8,"Computer Science
Social Sciences
Mathematics
Engineering
",
"Vargas-Saritama, Alba",57195312838,8,"Social Sciences
Computer Science
",0000-0002-6751-719X
"Hidalgo, Eric",57221976490,2,"Medicine
",
"de Los Ángeles Guamán Coronel, María",57219513889,1,"Social Sciences
Psychology
",
"Cevallos, Stefania",57192078826,4,"Agricultural and Biological Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
",0000-0001-5638-5112
"Chamba-Rueda, Laura Magali",57195410261,15,"Computer Science
Business, Management and Accounting
Decision Sciences
Economics, Econometrics and Finance
Environmental Science
",
"Cueva-Ortiz, Eduardo",49762916700,2,"Environmental Science
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Agricultural and Biological Sciences
Medicine
",
"Guevara-Zaquinaula, Diego",57202946494,1,"Computer Science
",
"Andrade, Edwin",57222579455,1,"Agricultural and Biological Sciences
",
"Yaguana, Willian",56891711000,1,"Computer Science
Social Sciences
",
"Barros, Teodoro Alvarado",57204634736,1,"Decision Sciences
Computer Science
",
"Artieres, Estevao Romeiro",57817598900,1,"Computer Science
",
"Soto, Fernanda",57202938405,1,"Computer Science
",
"Santiago, Ordóñez Salazar",57222583950,1,"Engineering
Physics and Astronomy
Materials Science
",
"Higuerey Gómez, Ángel Alexander",57217259706,3,"Computer Science
Business, Management and Accounting
Social Sciences
",
"Córdova, Julia Loján",57750293200,1,"Computer Science
Energy
Environmental Science
Social Sciences
",
"Diáz, Patricia",57212582320,5,"Computer Science
Engineering
Physics and Astronomy
Materials Science
Biochemistry, Genetics and Molecular Biology
Mathematics
",
"Correa-Quezada, Ronny",57200188483,28,"Computer Science
Social Sciences
Energy
Business, Management and Accounting
Environmental Science
Mathematics
Economics, Econometrics and Finance
Decision Sciences
Physics and Astronomy
Chemistry
Engineering
Medicine
Multidisciplinary
",0000-0003-4613-8331
"Guzmán Ordóñez, Lucía",58162744600,1,"Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Medicine
",
"Jimmy, Fernández C.",57218248806,1,"Agricultural and Biological Sciences
Veterinary
",
"Bustamante, Joana",57215549400,2,"Chemical Engineering
Chemistry
",
"Gonzaga, Miguel",57202946248,1,"Computer Science
",
"Cueva, Joseph Humberto",57843222800,2,"Computer Science
Engineering
Biochemistry, Genetics and Molecular Biology
",
"Palacio-Arpi, Alejandra",57199732096,1,"Medicine
",
"Valladarez, Alexis",57210265099,1,"Computer Science
",
"Pinza, Eliana I.",57195312803,2,"Computer Science
Social Sciences
",0000-0002-9717-0721
"Coronel, Ramiro Ramirez",58069048100,1,"Engineering
Physics and Astronomy
Energy
Computer Science
",
"Manrique-Carreño, John Luis",57217314593,2,"Engineering
Earth and Planetary Sciences
Social Sciences
",
"Cisneros, Rodrigo",56432578600,12,"Agricultural and Biological Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
",0000-0003-4209-7974
"Segarra-Morales, Soledad",57999566300,2,"Computer Science
Arts and Humanities
",0000-0001-9657-4532
"Wilman, Gualpa",57355635300,1,"Earth and Planetary Sciences
Physics and Astronomy
Environmental Science
Engineering
Mathematics
Chemistry
",
"Moreno-Hurtado, Gabriela",57218384752,2,"Computer Science
",
"Espinoza-Velez, Maria Paula",58068841100,1,"Engineering
Physics and Astronomy
Energy
Computer Science
",
"Rivera-Lituma, Jenny",57202938614,1,"Computer Science
",
"Jiménez, Jackeline",57204120344,1,"Social Sciences
Economics, Econometrics and Finance
",
"Cárdenas Toledo, Charlie Alexander",57818011000,1,"Computer Science
",
"Jara, Diego Vinicio",37101499200,3,"Agricultural and Biological Sciences
Veterinary
",
"Quiñonez, Verónica",57212386627,1,"Engineering
Computer Science
",
"Soto-Armijos, Carolina",57195478251,1,"Agricultural and Biological Sciences
",
"Torres, Rommel V.",55038477500,19,"Computer Science
Engineering
Mathematics
Social Sciences
Physics and Astronomy
Multidisciplinary
Medicine
Decision Sciences
",0000-0003-2313-0118
"Nieto-Monteros, Diego Alejandro",57201267198,4,"Environmental Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Agricultural and Biological Sciences
Engineering
",0000-0002-8304-8127
"Lutsak-Yaroslava, Natalia Vladimirovna",57200387216,1,"Social Sciences
",0000-0003-4205-1845
"Andrade, Rolando",57220061721,1,"Computer Science
",
"Castro, Jonathan",57205199782,1,"Computer Science
",
"Guntiñas, Marta",57204410267,4,"Agricultural and Biological Sciences
Environmental Science
",
"Valarezo, Leslye Paola",57225080881,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
Chemical Engineering
",
"Panamito, María Fernanda",57224349402,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Cevallos, Fanny",57211515211,1,"Computer Science
",
"Torres-Gutiérrez, Tania Paola",57209307861,5,"Business, Management and Accounting
Mathematics
Economics, Econometrics and Finance
Decision Sciences
Physics and Astronomy
Social Sciences
Multidisciplinary
Chemistry
Computer Science
",
"Pucha-Cofrep, Franz",57194347904,8,"Earth and Planetary Sciences
Agricultural and Biological Sciences
Environmental Science
",0000-0002-5556-4028
"Aguirre, Alicia Dolores Costa",54880805100,1,"Social Sciences
",
"Tandazo-Yunga, Joffre V.",57200134658,1,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
",
"Armijos, Jonathan",57236023700,1,"Earth and Planetary Sciences
",
"Gonzalez, Nancy",57203100997,3,"Agricultural and Biological Sciences
Medicine
Environmental Science
",
"Sarango, Janeth",57233159200,1,"Engineering
Environmental Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",
"Valarezo, Eduardo",41262539300,37,"Chemistry
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Medicine
Engineering
Materials Science
Chemical Engineering
Earth and Planetary Sciences
Physics and Astronomy
Computer Science
Immunology and Microbiology
Veterinary
",0000-0001-9958-5042
"Gilardoni, Gianluca",7801428464,50,"Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemistry
Biochemistry, Genetics and Molecular Biology
Environmental Science
Medicine
Chemical Engineering
Veterinary
",0000-0003-0915-9416
"Hurtado, Jorge Alonso Benitez",57204636931,1,"Computer Science
Decision Sciences
",
"Quichimbo, Luis",57190670307,1,"Computer Science
",
"Maldonado, Cindy",57703532900,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",
"Freire, Jimmy",57211243069,1,"Physics and Astronomy
Materials Science
Engineering
Mathematics
Computer Science
",
"Mora, Edwin Daniel Capa",57215416174,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
",
"Aguirre-Padilla, Nathalie Isabel",57218515762,3,"Environmental Science
Energy
Social Sciences
",
"Leonardo, Izquierdo Montoya",57817063400,1,"Computer Science
",
"Armijos, Maria J.González",57433790100,1,"Agricultural and Biological Sciences
",
"Jimenez, Andres",57202947312,1,"Computer Science
",
"Mora-Arciniegas, María Belén",57203159135,8,"Computer Science
Engineering
Energy
Social Sciences
Mathematics
Decision Sciences
",
"Rodríguez, Aminael Sánchez",57195587126,4,"Agricultural and Biological Sciences
Physics and Astronomy
Medicine
Materials Science
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Computer Science
Veterinary
",
"Cuenca, L.",57197780249,5,"Computer Science
Physics and Astronomy
Materials Science
Engineering
Mathematics
Medicine
",0000-0002-7849-0498
"González-Escarabay, Jorge",57219653182,2,"Computer Science
",
"Espinosa Tapia, S.",57192640281,1,"Physics and Astronomy
Materials Science
Mathematics
Engineering
Computer Science
",
"Carrión Salinas, Gianella",57191978078,10,"Computer Science
Business, Management and Accounting
Social Sciences
Engineering
Decision Sciences
",0000-0001-8541-1690
"Cueva, Miguel",57202943199,1,"Computer Science
",
"León, Diana",57194322858,1,"Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Medicine
",
"Vega-Ojeda, Daisy",57211886826,1,"Chemistry
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",
"Quezada, Cristian Orlando Coronel",58020882900,1,"Decision Sciences
Computer Science
",
"Lalangui Saraguro, Danny",57193393167,1,"Business, Management and Accounting
Decision Sciences
",
"Ramón, Pablo",55620245800,12,"Agricultural and Biological Sciences
Environmental Science
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Mathematics
Medicine
Computer Science
",
"Mendoza, Eda",57964201800,2,"Agricultural and Biological Sciences
Materials Science
Chemical Engineering
",
"León, Jackeline",57205483612,1,"Agricultural and Biological Sciences
Environmental Science
",
"Burneo Valdivieso, Juan Ignacio",57219116484,1,"Agricultural and Biological Sciences
",
"Cristian, Bastidas",57214999210,1,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Reyes, Jorge Felipe",57226728022,4,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Immunology and Microbiology
Health Professions
Chemical Engineering
Social Sciences
Engineering
Physics and Astronomy
Materials Science
Computer Science
",
"Merino, Gabriela",57226397022,1,"Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Fernandez, José",55455054200,1,"Computer Science
",
"Martínez-Espinosa, Ruth Irene",57198613685,5,"Agricultural and Biological Sciences
Chemistry
Medicine
",
"Chauvin, Marco Antonio Ayala",57208186302,2,"Medicine
Social Sciences
",
"Granda, Ruth",57225930166,1,"Business, Management and Accounting
Economics, Econometrics and Finance
",
"Gusmán, Elizabeth M.",56672934400,7,"Agricultural and Biological Sciences
Environmental Science
",
"Sánchez-Puertas, Rafael Nicolás",57219649905,4,"Psychology
Computer Science
",
"Barzallo, Miguel Andrés",57221926757,1,"Agricultural and Biological Sciences
Environmental Science
",
"Espinosa, Carlos I.",57214599680,2,"Medicine
Multidisciplinary
",
"Gonzales-Córdova, Mayra Paola",57817454700,2,"Computer Science
Social Sciences
",
"Zambrano, Jonathan Torres",57817192700,1,"Computer Science
",
"Ortiz-Torres, Christian",58102222600,1,"Mathematics
Computer Science
",
"Molina, Patricio Barrazueta",57670989100,1,"Social Sciences
Arts and Humanities
",
"Vargas, Andres",57202944278,1,"Computer Science
",
"Corbacho, José Barbosa",56486928100,3,"Neuroscience
Computer Science
Mathematics
Social Sciences
",
"Luis, Rojas",57202944032,2,"Computer Science
",
"Ordoñez, Mayra Orellana",57192708036,1,"Agricultural and Biological Sciences
",
"Rivera, Krupskaya",54981829800,3,"Physics and Astronomy
Engineering
Materials Science
",
"Romero, Víctor",57193097232,6,"Agricultural and Biological Sciences
",0000-0003-1875-5906
"Sarango, Jordy",57203960059,1,"Business, Management and Accounting
Decision Sciences
",
"Villalta-Granda, Luis J.",57194638140,1,"Engineering
",
"Yaguachi, Lady",57202937757,2,"Computer Science
Engineering
Social Sciences
",
"Torres, Jhuliana",57195314535,1,"Computer Science
",
"Luzon, Francisco",57195313206,1,"Computer Science
",
"Jaqueline, Lapo Motoche Vanessa",57817741800,1,"Computer Science
",
"Poma Gallegos, Ana",57721490800,1,"Mathematics
Computer Science
",
"Chamba-Maza, C. C.",57222651084,1,"Social Sciences
",
"Jácome, Miriam",57198420303,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
Chemical Engineering
",
"Ratoviski, Edward A.",57185705300,1,"Agricultural and Biological Sciences
Immunology and Microbiology
",
"Costa-Ruiz, Mónica Patricia",57190668210,17,"Computer Science
Business, Management and Accounting
Decision Sciences
Social Sciences
Engineering
",
"Valdivieso, Valeria",57224364374,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Jaramillo, Yandri Lalangui",57222704835,1,"Engineering
Computer Science
Social Sciences
",
"Alvarez, Leonardo",57202938816,1,"Computer Science
",
"Tapia, Erika Tatiana Vásquez",57614706400,1,"Computer Science
",
"Carlos, Naranjo",57214999678,1,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Izquierdo-Montoya, Gonzalo Leonardo",57202055653,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",
"Astutillo, Sofía Genoveva Ochoa",57192010176,1,"Medicine
",
"Tapia, Karla",55183737400,1,"Agricultural and Biological Sciences
",
"Quiñones, Manuel",56890698400,7,"Computer Science
Engineering
Social Sciences
Mathematics
Decision Sciences
",0000-0002-2932-1524
"Porras-Quispe, Johana",57843226000,1,"Computer Science
Engineering
",
"Maldonado, Alvaro",57201502060,1,"Engineering
Computer Science
",
"Vivanco-Jaramillo, Sara",57193346199,1,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
",
"Correa Granda, Carlos",57420176900,1,"Engineering
Computer Science
Social Sciences
",
