Authors;Author full names;Author(s) ID;Title;Year;Fuente;Source title;Volume;Issue;Art. No.;Page start;Page end;Page count;DOI;Cited by;Link;Affiliations;Abstract;Indexed Keywords;Author Keywords;Funding Details;Funding Texts;Publisher;ISSN;ISBN;Language of Original Document;Abbreviated Source Title;Document Type;Open Access;Source
"Benítez Á.; Prieto M.; González Y.; Aragón G.";"Benítez, Ángel (37009670400); Prieto, María (35070303000); González, Yadira (55317167900); Aragón, Gregorio (7006233160)";"37009670400; 35070303000; 55317167900; 7006233160";Effects of tropical montane forest disturbance on epiphytic macrolichens;2012;Scopus, Web of Science;Science of the Total Environment;441;;;169;175;6;10.1016/j.scitotenv.2012.09.072;29;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868221266&doi=10.1016%2fj.scitotenv.2012.09.072&partnerID=40&md5=0d8c5b841e2ca0c863ed50833539d7ef;"Instituto de Ecología, Herbario HUTPL, Universidad Técnica Particular de Loja, Loja, San Cayetano s/n, Ecuador; Área de Biodiversidad y Conservación, ESCET, Universidad Rey Juan Carlos, Móstoles, E-28933, Madrid, Spain";;;"Disturbance; Diversity; Ecuador; Epiphytic macrolichens; Tropical montane forest";"Ministerio de Ciencia e Innovación of Spain, (CGL2010-22049); Secretaría de Educación Superior, Ciencia, Tecnología e Innovación, SENESCYT";;;18791026;;English;Sci. Total Environ.;Article;;Scopus, Web of Science
"Stashans A.; Escobar J.";"Stashans, Arvids (7004506419); Escobar, Jairo (56609855200)";"7004506419; 56609855200";Effects of vanadium impurity on TiO2 properties;2015;Scopus, Web of Science;International Journal of Modern Physics B;29;15;1550094;;;;10.1142/S0217979215500940;4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929958880&doi=10.1142%2fS0217979215500940&partnerID=40&md5=0cd59c846fede04a134ac57847419757;"Grupo de Fisicoquímica de Materiales, Universidad Técnica Particular de Loja, Apartado 11-01-608, Loja, Ecuador; Escuela de Ingenieriá Química, Universidad Técnica Particular de Loja, Apartado 11-01-608, Loja, Ecuador";;;"DFT+U; electronic properties; magnetism; structure; TiO<sub>2</sub>; V-doping";;;World Scientific Publishing Co. Pte Ltd;2179792;;English;Int. J. Mod. Phys. B;Article;;Scopus, Web of Science
"Cruz-Monteagudo M.; Borges F.; Paz-Y-Miño C.; Cordeiro M.N.D.S.; Rebelo I.; Perez-Castillo Y.; Helguera A.M.; Sánchez-Rodríguez A.; Tejera E.";;"7801534311; 7005767887; 57196263036; 56375687800; 6701828822; 17435771700; 6602316643; 23991682900; 57210179344";Efficient and biologically relevant consensus strategy for Parkinson's disease gene prioritization;2016;Scopus, Web of Science;BMC Medical Genomics;9;1;12;;;;10.1186/s12920-016-0173-x;21;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960495508&doi=10.1186%2fs12920-016-0173-x&partnerID=40&md5=99dc3837d31720b584f6cdc00269a2d0;;;;"Co-expression networks; Consensus strategy; Early recognition; Gene prioritization; Parkinson's disease";"UTPL, (PROY_CCNN_1138); Universi-dad de Las Américas – Quito; Fundação para a Ciência e a Tecnologia, FCT; European Social Fund, ESF";;BioMed Central;17558794;;English;BMC Med. Genomics;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Stashans A.; Rivera K.";"Stashans, A. (7004506419); Rivera, K. (54981829800)";"7004506419; 54981829800";Electronic and Magnetic Properties of Co- and Mn-codoped ZnO by Density Functional Theory;2016;Scopus, Web of Science;Chinese Physics Letters;33;9;97102;;;;10.1088/0256-307X/33/9/097102;8;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989958447&doi=10.1088%2f0256-307X%2f33%2f9%2f097102&partnerID=40&md5=40dc4a59675187aea00d00d5ed48d56a;Grupo de Fisicoquímica de Materiales, Universidad Técnica Particular de Loja, Apartado, 11-01-608, Ecuador;;;;;;Institute of Physics Publishing;0256307X;;English;Chin. Phys. Lett.;Article;;Scopus, Web of Science
"Maldonado F.; Maza L.; Stashans A.";"Maldonado, Frank (16022257200); Maza, Luz (57191196556); Stashans, Arvids (7004506419)";"16022257200; 57191196556; 7004506419";Electronic properties of Cr-, B-doped and codoped SrTiO3;2017;Scopus, Web of Science;Journal of Physics and Chemistry of Solids;100;;;1;8;7;10.1016/j.jpcs.2016.09.003;13;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987862325&doi=10.1016%2fj.jpcs.2016.09.003&partnerID=40&md5=f93e0f7f1db1dc307fb0accdd998b03a;"Grupo de Fisicoquímica de Materiales, Universidad Técnica Particular de Loja, Apartado, Loja, 11-01-608, Ecuador; Titulación de Ingeniería Química, Universidad Técnica Particular de Loja, Apartado, Loja, 11-01-608, Ecuador";;;"Density of states; DFT+U; Electron localization function; SrTiO<sub>3</sub>";;;Elsevier Ltd;223697;;English;J Phys Chem Solids;Article;;Scopus, Web of Science
"Guzmán P.; Benítez Á.; Carrión-Paladines V.; Salinas P.; Cumbicus N.";"Guzmán, Patricio (57678578400); Benítez, Ángel (37009670400); Carrión-Paladines, Vinicio (57191926377); Salinas, Paul (57298173900); Cumbicus, Nixon (55387251900)";"57678578400; 37009670400; 57191926377; 57298173900; 55387251900";Elevation and Soil Properties Determine Community Composition, but Not Vascular Plant Richness in Tropical Andean Roadside;2022;Scopus, Web of Science;Forests;13;5;685;;;;10.3390/f13050685;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129864181&doi=10.3390%2ff13050685&partnerID=40&md5=460ac0b1a5d06a069879f8a61867dbf7;;;;"altitude; beta diversity; edaphic characteristics; indicator species; microhabitat; mountainous region";"Private Technical University of Loja, (UTPL-PROY_INV_CCBIO_2020_2773); Universidad Técnica Particular de Loja, UTPL";;MDPI;19994907;;English;Forests;Article;"All Open Access; Gold Open Access";Scopus, Web of Science
"Massa-Sánchez P.; Quintana-Romero L.; Correa-Quezada R.; de la Cruz del Río-Rama M.";"Massa-Sánchez, Priscilla (57200323027); Quintana-Romero, Luis (57221786811); Correa-Quezada, Ronny (57200188483); de la Cruz del Río-Rama, María (56667582200)";"57200323027; 57221786811; 57200188483; 56667582200";Empirical evidence in ecuador between economic growth and environmental deterioration;2020;Scopus, Web of Science;Sustainability (Switzerland);12;3;853;;;;10.3390/su12030853;4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081237783&doi=10.3390%2fsu12030853&partnerID=40&md5=543462d91f0fbf14f638ab818192f9cc;;;"Ecuador; carbon dioxide; carbon emission; correlation; design method; economic growth; environmental economics; panel data; pollutant source; spatial analysis";"CO<sub>2</sub> emissions; Economic growth; Environmental deterioration; Spatial panel models";;;MDPI;20711050;;English;Sustainability;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Tirado-Morueta R.; Mendoza-Zambrano D.M.; Aguaded-Gómez J.I.; Marín-Gutiérrez I.";"Tirado-Morueta, Ramón (36174502300); Mendoza-Zambrano, Damian Marilú (57193354125); Aguaded-Gómez, José Ignacio (56056167200); Marín-Gutiérrez, Isidro (55791301200)";"36174502300; 57193354125; 56056167200; 55791301200";Empirical study of a sequence of access to Internet use in Ecuador;2017;Scopus, Web of Science;Telematics and Informatics;34;4;;171;183;12;10.1016/j.tele.2016.12.012;22;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013296206&doi=10.1016%2fj.tele.2016.12.012&partnerID=40&md5=a14584e4f8f070beb2f99cceade3e535;;;"Education; Students; Digital divide; Digital literacies; Internet access; Internet use; Media literacy; Secondary schools; Internet";"Digital divide; Digital literacy; Internet access; Internet use; Media literacy; Secondary school";;;Elsevier Ltd;7365853;;English;Telematics Inf;Article;;Scopus, Web of Science
"Valarezo E.; Ludeña J.; Echeverria-Coronel E.; Cartuche L.; Meneses M.A.; Calva J.; Morocho V.";"Valarezo, Eduardo (41262539300); Ludeña, Jeannette (57427883600); Echeverria-Coronel, Estefanía (57428304100); Cartuche, Luis (55652699800); Meneses, Miguel Angel (55350633400); Calva, James (57196479991); Morocho, Vladimir (49964019600)";"41262539300; 57427883600; 57428304100; 55652699800; 55350633400; 57196479991; 49964019600";Enantiomeric Composition, Antioxidant Capacity and Anticholinesterase Activity of Essential Oil from Leaves of Chirimoya (Annona cherimola Mill.);2022;Scopus, Web of Science;Plants;11;3;367;;;;10.3390/plants11030367;4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123521381&doi=10.3390%2fplants11030367&partnerID=40&md5=d96e9abf7c70dd79c7fa43b984a190ec;Departamento de Química, Universidad Técnica Particular de Loja, Loja, 110150, Ecuador;;;"Annona cherimola; Antibacterial activity; Anticholinesterase activity; Antioxidant activity; Campylobacter jejuni; Chemical composition; Enantioselective analysis; Essential oil; Germacrene D";"Ecuadorian Environmental Ministry; MAE; Ministerio del Ambiente de Ecuador";The authors are very grateful with the Ecuadorian Environmental Ministry (Ministerio del Ambiente de Ecuador, MAE) for the permission granted.;MDPI;22237747;;English;Plants;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Pucheta-Martínez M.C.; López-Zamora B.";"Pucheta-Martínez, María Consuelo (23088703100); López-Zamora, Blanca (57194393787)";"23088703100; 57194393787";Engagement of directors representing institutional investors on environmental disclosure;2018;Scopus, Web of Science;Corporate Social Responsibility and Environmental Management;25;6;;1108;1120;12;10.1002/csr.1525;22;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056568051&doi=10.1002%2fcsr.1525&partnerID=40&md5=8d0827a33581b5e761d0a1d57a3d51c5;"University Jaume I, Finance and Accounting, Castellón, Spain; Universidad Tecnica Particular de Loja, Loja, Ecuador";;;"environmental disclosure; institutional investors; legitimacy theory; stakeholder theory";Ministry of Economy, Trade and Industry, METI;The authors acknowledge the financial support of the Spanish Ministry of Economy, Industry and Competitiveness. The reference of the project is ECO 2017-82259-R.;John Wiley and Sons Ltd;15353958;;English;Corp. Soc. Responsib. Environ. Manage.;Article;"All Open Access; Green Open Access";Scopus, Web of Science
"Rincón M.; Silva-Abreu M.; Espinoza L.C.; Sosa L.; Calpena A.C.; Rodríguez-Lagunas M.J.; Colom H.";"Rincón, María (57210586050); Silva-Abreu, Marcelle (57198442626); Espinoza, Lupe Carolina (57198450764); Sosa, Lilian (57195262134); Calpena, Ana Cristina (6602419021); Rodríguez-Lagunas, María J. (15757966500); Colom, Helena (6602796958)";"57210586050; 57198442626; 57198450764; 57195262134; 6602419021; 15757966500; 6602796958";Enhanced transdermal delivery of pranoprofen using a thermo-reversible hydrogel loaded with lipid nanocarriers for the treatment of local inflammation;2022;Scopus, Web of Science;Pharmaceuticals;15;1;22;;;;10.3390/ph15010022;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121579333&doi=10.3390%2fph15010022&partnerID=40&md5=513cc550a61ec879f514bbe623e4bd90;;;;"Inflammation; Nanostructured lipid carriers; Pranoprofen; Thermo-reversible hydrogel; Transdermal delivery";Universidad Técnica Particular de Loja, UTPL;;MDPI;14248247;;English;Pharmaceuticals;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Cabrera-Solano P.; Quinonez-Beltran A.; Gonzalez-Torres P.; Ochoa-Cueva C.; Castillo-Cuesta L.";"Cabrera-Solano, Paola (57214727571); Quinonez-Beltran, Ana (56239424100); Gonzalez-Torres, Paul (56239589700); Ochoa-Cueva, Cesar (56239800900); Castillo-Cuesta, Luz (56239677000)";"57214727571; 56239424100; 56239589700; 56239800900; 56239677000";Enhancing EFL students' active learning by using 'formative' on mobile devices;2020;Scopus, Web of Science;International Journal of Emerging Technologies in Learning;15;13;;252;263;11;10.3991/ijet.v15i13.13975;6;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089036408&doi=10.3991%2fijet.v15i13.13975&partnerID=40&md5=32adc9179da53ca910ea77c88135caa8;Universidad Técnica Particular de Loja, Ecuador;;"Motivation; Surveys; Action research; Active Learning; English-as-a-Foreign-Language; Mixed method; University levels; Web tools; Students";"'Formative'; Active learning; EFL teachers; Mobile devices";Universidad Tecnica Particular de Loja;This research was possible due to the academic and economic support from Universidad Tecnica Particular de Loja and the “EFL Learning, Teaching, and Technology” research group.;Kassel University Press GmbH;18688799;;English;Int. J. Emerg. Technol. Learn.;Article;"All Open Access; Gold Open Access";Scopus, Web of Science
"Sesnie S.E.; Espinosa C.I.; Jara-Guerrero A.K.; Tapia-Armijos M.F.";"Sesnie, Steven E. (23493325300); Espinosa, Carlos I. (36705961100); Jara-Guerrero, Andrea K. (53984207200); Tapia-Armijos, María F. (56966750300)";"23493325300; 36705961100; 53984207200; 56966750300";Ensemble Machine Learning for Mapping Tree Species Alpha-Diversity Using Multi-Source Satellite Data in an Ecuadorian Seasonally Dry Forest;2023;Scopus, Web of Science;Remote Sensing;15;3;583;;;;10.3390/rs15030583;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147965105&doi=10.3390%2frs15030583&partnerID=40&md5=faa45e78f36f6afe55f2a58a8676d2ef;"Division of Biological Sciences, U.S. Fish and Wildlife Service, Albuquerque, 87102, NM, United States; Departamento de Ciencias Biológicas, Universidad Técnica Particular de Loja, Loja, 1101608, Ecuador";;;"ensemble machine learning; interpolated canopy height and elevation models; multispectral imagery; seasonally dry tropical forest; ?-diversity";;;MDPI;20724292;;English;Remote Sens.;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Alvarado R.; Toledo E.";"Alvarado, Rafael (57188831567); Toledo, Elisa (57188830084)";"57188831567; 57188830084";Environmental degradation and economic growth: evidence for a developing country;2017;Scopus, Web of Science;Environment, Development and Sustainability;19;4;;1205;1218;13;10.1007/s10668-016-9790-y;73;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963644369&doi=10.1007%2fs10668-016-9790-y&partnerID=40&md5=45e3a1fccc3c3026b85107c1f5ac0e41;Departamento de Economía, Universidad Técnica Particular de Loja, Loja, Ecuador;;"Ecuador; developing world; economic growth; environmental degradation; Granger causality test; Gross Domestic Product; natural resource; urbanization; vegetation cover";"Economic growth; Ecuador; Urbanization; Vegetation cover";;;Springer Netherlands;1387585X;;English;Environ. Dev. Sustainability;Article;;Scopus, Web of Science
"Vélez-Mora D.; Ramón P.; Vallejo C.; Romero A.; Duncan D.; Quintana-Ascencio P.F.";"Vélez-Mora, Diego (57193497695); Ramón, Pablo (55620245800); Vallejo, César (57218316426); Romero, Alex (57218316901); Duncan, David (23093399500); Quintana-Ascencio, Pedro F. (6602118668)";"57193497695; 55620245800; 57218316426; 57218316901; 23093399500; 6602118668";Environmental drivers of femaleness of an inter-Andean monoecious shrub;2021;Scopus, Web of Science;Biotropica;53;1;;17;27;10;10.1111/btp.12839;5;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088798682&doi=10.1111%2fbtp.12839&partnerID=40&md5=9b599a72f6786768c49742298b3d9d10;;;"Ecuador; conspecific; flower; flowering; monoecy; morphology; shrub";"Croton; Ecuador; Loja; monoecy; neighbors; plant size; sexual expression";"Secretar?a de Educaci?n Superior, Ciencia; UTPL; Secretaría de Educación Superior, Ciencia, Tecnología e Innovación, SENESCYT";;Blackwell Publishing Ltd;63606;;English;Biotropica;Article;;Scopus, Web of Science
"Ramón P.; Velázquez E.; Escudero A.; De La Cruz M.";"Ramón, Pablo (55620245800); Velázquez, Eduardo (20435006100); Escudero, Adrián (56273696600); De La Cruz, Marcelino (57196594030)";"55620245800; 20435006100; 56273696600; 57196594030";Environmental heterogeneity blurs the signature of dispersal syndromes on spatial patterns of woody species in a moist tropical forest;2018;Scopus, Web of Science;PLoS ONE;13;2;e0192341;;;;10.1371/journal.pone.0192341;8;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042216720&doi=10.1371%2fjournal.pone.0192341&partnerID=40&md5=1ed2dfb5e7cf9f785f22b560d96d062a;;;;;;;Public Library of Science;19326203;;English;PLoS ONE;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Shao J.; Tillaguango B.; Alvarado R.; Ochoa-moreno S.; Alvarado-espejo J.";"Shao, Jinhua (57224783431); Tillaguango, Brayan (57219844692); Alvarado, Rafael (57188831567); Ochoa-moreno, Santiago (57224775751); Alvarado-espejo, Johanna (57224317640)";"57224783431; 57219844692; 57188831567; 57224775751; 57224317640";Environmental impact of the shadow economy, globalisation, trade and market size: Evidence using linear and non-linear methods;2021;Scopus, Web of Science;Sustainability (Switzerland);13;12;6539;;;;10.3390/su13126539;14;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108274923&doi=10.3390%2fsu13126539&partnerID=40&md5=f034b9fe62481abdb6d120ee6703e346;;;"World; emission; environmental policy; global trade; globalization; heterogeneity; policy making; threshold; World Bank";"Environmental degradation; Globalization; Market size; Shadow economy; Trade";;;MDPI;20711050;;English;Sustainability;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Usero J.A.; Rosado D.; Usero J.; Morillo J.";"Usero, José Antonio (57190222297); Rosado, Daniel (56013082600); Usero, José (6507394288); Morillo, José (7004289861)";"57190222297; 56013082600; 6507394288; 7004289861";Environmental quality in sediments of Cadiz and Algeciras Bays based on a weight of evidence approach (southern Spanish coast);2016;Scopus, Web of Science;Marine Pollution Bulletin;110;1;;65;74;9;10.1016/j.marpolbul.2016.06.078;5;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978516391&doi=10.1016%2fj.marpolbul.2016.06.078&partnerID=40&md5=3219a54ab7785c50cd973b4934df5805;;;"Bays; Environment; Environmental Monitoring; Geologic Sediments; Spain; Water Pollutants, Chemical; water pollutant; analysis; bay; environment; environmental monitoring; sediment; Spain; water pollutant";"Benthic macroinvertebrates; Cadiz Algeciras Bays; Ecological risk assessment; Sediment quality; Sediment toxicity; Trace metals";;;Elsevier Inc.;0025326X;;English;Mar. Pollut. Bull.;Article;;Scopus, Web of Science
"Murillo Gutiérrez L.C.; Quemba Mesa M.P.; Vargas Rodríguez L.Y.; Florez Escobar I.C.; Contreras Briceño J.I.";"Murillo Gutiérrez, Lauren Camila (57988529700); Quemba Mesa, Mónica Paola (57204460890); Vargas Rodríguez, Leidy Yemile (57988494800); Florez Escobar, Isabel Cristina (57193374684); Contreras Briceño, José Ivo (57575247400)";"57988529700; 57204460890; 57988494800; 57193374684; 57575247400";Epidemiological behavior of suicide attempt in Colombian adolescents years 2016-2019: An ecological study;2022;Scopus, Web of Science;Revista latino-americana de enfermagem;30;spe;;e3807;;;10.1590/1518-8345.6240.3807;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143106006&doi=10.1590%2f1518-8345.6240.3807&partnerID=40&md5=3108ce5933f96ba8a6c1999103cd40ea;"Universidad de Boyacá, Programa de Enfermería, Tunja, Boyacá, Colombia; Universidad Técnica Particular de Loja, Carrera de Enfermería, San Cayetano Alto, Loja, Ecuador";;"Adolescent; Child; Colombia; Female; Humans; Male; Public Health; Research; Risk Factors; Suicide, Attempted; adolescent; child; Colombia; epidemiology; female; human; male; public health; research; risk factor; suicide attempt";;;;NLM (Medline);15188345;;English;Rev Lat Am Enfermagem;Article;"All Open Access; Gold Open Access";Scopus, Web of Science
